1976	mens-100-kilometres-team-time-trial	Gold	URS	Soviet Union		http://www.sports-reference.com/olympics/countries/URS/summer/1976/CYC/
1976	mens-100-kilometres-team-time-trial	Silver	POL	Poland		http://www.sports-reference.com/olympics/countries/POL/summer/1976/CYC/
1976	mens-100-kilometres-team-time-trial	Bronze	DEN	Denmark		http://www.sports-reference.com/olympics/countries/DEN/summer/1976/CYC/
1972	mens-100-kilometres-team-time-trial	Gold	URS	Soviet Union		http://www.sports-reference.com/olympics/countries/URS/summer/1972/CYC/
1972	mens-100-kilometres-team-time-trial	Silver	POL	Poland		http://www.sports-reference.com/olympics/countries/POL/summer/1972/CYC/
1972	mens-100-kilometres-team-time-trial	Bronze				
1968	mens-100-kilometres-team-time-trial	Gold	NED	Netherlands		http://www.sports-reference.com/olympics/countries/NED/summer/1968/CYC/
1968	mens-100-kilometres-team-time-trial	Silver	SWE	Sweden		http://www.sports-reference.com/olympics/countries/SWE/summer/1968/CYC/
1968	mens-100-kilometres-team-time-trial	Bronze	ITA	Italy		http://www.sports-reference.com/olympics/countries/ITA/summer/1968/CYC/
1964	mens-100-kilometres-team-time-trial	Gold	NED	Netherlands		http://www.sports-reference.com/olympics/countries/NED/summer/1964/CYC/
1964	mens-100-kilometres-team-time-trial	Silver	ITA	Italy		http://www.sports-reference.com/olympics/countries/ITA/summer/1964/CYC/
1964	mens-100-kilometres-team-time-trial	Bronze	SWE	Sweden		http://www.sports-reference.com/olympics/countries/SWE/summer/1964/CYC/
1960	mens-100-kilometres-team-time-trial	Gold	ITA	Italy		http://www.sports-reference.com/olympics/countries/ITA/summer/1960/CYC/
1960	mens-100-kilometres-team-time-trial	Silver	GER	Germany		http://www.sports-reference.com/olympics/countries/GER/summer/1960/CYC/
1960	mens-100-kilometres-team-time-trial	Bronze	URS	Soviet Union		http://www.sports-reference.com/olympics/countries/URS/summer/1960/CYC/
2008	mens-sprint	Gold	GBR	Chris Hoy	chris-hoy-1	http://www.sports-reference.com/olympics/athletes/ho/chris-hoy-1.html
2008	mens-sprint	Silver	GBR	Jason Kenny	jason-kenny-1	http://www.sports-reference.com/olympics/athletes/ke/jason-kenny-1.html
2008	mens-sprint	Bronze	FRA	MickaÃ«l Bourgain	mickael-bourgain-1	http://www.sports-reference.com/olympics/athletes/bo/mickael-bourgain-1.html
2004	mens-sprint	Gold	AUS	Ryan Bayley	ryan-bayley-1	http://www.sports-reference.com/olympics/athletes/ba/ryan-bayley-1.html
2004	mens-sprint	Silver	NED	Theo Bos	theo-bos-1	http://www.sports-reference.com/olympics/athletes/bo/theo-bos-1.html
2004	mens-sprint	Bronze	GER	RenÃ© Wolff	rene-wolff-1	http://www.sports-reference.com/olympics/athletes/wo/rene-wolff-1.html
2000	mens-sprint	Gold	USA	Marty Nothstein	marty-nothstein-1	http://www.sports-reference.com/olympics/athletes/no/marty-nothstein-1.html
2000	mens-sprint	Silver	FRA	Florian Rousseau	florian-rousseau-1	http://www.sports-reference.com/olympics/athletes/ro/florian-rousseau-1.html
2000	mens-sprint	Bronze	GER	Jens Fiedler	jens-fiedler-1	http://www.sports-reference.com/olympics/athletes/fi/jens-fiedler-1.html
1996	mens-sprint	Gold	GER	Jens Fiedler	jens-fiedler-1	http://www.sports-reference.com/olympics/athletes/fi/jens-fiedler-1.html
1996	mens-sprint	Silver	USA	Marty Nothstein	marty-nothstein-1	http://www.sports-reference.com/olympics/athletes/no/marty-nothstein-1.html
1996	mens-sprint	Bronze	CAN	Curt Harnett	curt-harnett-1	http://www.sports-reference.com/olympics/athletes/ha/curt-harnett-1.html
1992	mens-sprint	Gold	GER	Jens Fiedler	jens-fiedler-1	http://www.sports-reference.com/olympics/athletes/fi/jens-fiedler-1.html
1992	mens-sprint	Silver	AUS	Gary Neiwand	gary-neiwand-1	http://www.sports-reference.com/olympics/athletes/ne/gary-neiwand-1.html
1992	mens-sprint	Bronze	CAN	Curt Harnett	curt-harnett-1	http://www.sports-reference.com/olympics/athletes/ha/curt-harnett-1.html
1988	mens-sprint	Gold	GDR	Lutz HeÃlich	lutz-hesslich-1	http://www.sports-reference.com/olympics/athletes/he/lutz-hesslich-1.html
1988	mens-sprint	Silver	URS	Nikolay Kovsh	nikolay-kovsh-1	http://www.sports-reference.com/olympics/athletes/ko/nikolay-kovsh-1.html
1988	mens-sprint	Bronze	AUS	Gary Neiwand	gary-neiwand-1	http://www.sports-reference.com/olympics/athletes/ne/gary-neiwand-1.html
